"modelName","serialNumber","inspectionDate","hoursPerWeek","hourMeterReading","TrackLinkInstalledDate","TrackLinkWornValueLeft","TrackLinkWornValueRight"
"D8RII","AKA00530","2017-07-10T14:17:21-0500","40","16344","""2017-07-10T00:00:00Z""","",""
"D6TXL","GMK1288","2017-05-12T08:07:13-0400","40","2770","""2017-01-31T00:00:00Z""","110","107"
"D6RXL","5LN2244","2017-04-25T10:24:34-0400","40","13085","""2015-09-23T00:00:00-0400""","88","89"
"D6C","47J05350","2017-03-02T13:02:41+0200","40","","""2010-06-27T00:00:00Z""","",""
"D6TLGPVP","LKJ00656","2017-05-25","40","9147","""2015-09-30T00:00:00+0100""","76","76"
"D8T","MLN00379","2016-10-28T00:00:00Z","40","5044","""2015-09-10T00:00:00-0500""","40",""
"D8T","FCT01295","2018-05-29","39.79","6401","""2015-01-29T00:00:00Z""","44","44"
"D6NXL","AKM02392","2018-05-15","8.34","6412","""2013-08-01T00:00:00-0400""","13","3"
"D10T","RJG04681","2018-05-24","147.00","35756","""2017-12-04""","93","98"
"336EL","BZY01084","2017-02-02T13:57:16-0500","40","8849","""2012-02-27T00:00:00Z""","73","72"
"D8T","FCT00173","2017-10-31T08:11:20-0600","40","6326","""2017-10-27T00:00:00Z""","95","95"
"D6NXL","AKM01276","2018-02-27","40","9756","""""","3","0"
"DM45E","00008006","2017-06-10T00:00:00-0500","100","10319","""2014-10-29T00:00:00-0500""","54","54"
"D6TLGP","ZJB00515","2018-02-20","40","3560","""""","44","44"
"D10T","RJG04670","2018-06-18","154","","""""","10","13"
"325DFMLL","C7K01488","2018-05-25","40","4355","""""","28","25"
"D10R","3KR01432","2018-04-19","40","11676","""""","83","83"
"D9R","Abk00792","2018-03-15","40","12716","""""","26","30"
"320D2L","LMA00378","2018-05-16","40","10844","""2016-11-05""","50","63"
"326FL","WGL00823","2017-03-06T11:24:01-0500","40","1914","""2016-07-25T00:00:00-0400""","41","36"
"324DL","JJG00177","2016-11-30","40","7383","""2016-08-01T00:00:00-0700""","--","--"
"D9T","RHS6199","2016-11-07T11:38:50-0500","40","34259","""2015-11-17T00:00:00-0500""","<0%","<0%"
"D6NXL","LJR01600","2018-03-22","135.71","1801","""""","",""
"312C","BNN00559","2018-06-19","40","4070","""""","58","54"
"D11T","JEL00400","2018-04-11","40","19551","""2018-02-01""","40","30"
"D8T","J8B05126","2017-11-18","40","","""2017-06-27T00:00:00Z""","42","45"
"D6TXL","KMR00497","2017-09-21","40","1538","""""","4","4"
"D5GLGP","RKG03433","2017-11-27T12:31:10-0600","40","4180","""2007-01-18T00:00:00-0600""","11","47"
"D10N","2YD02319","2018-04-16","70","","""""","61","63"
"D10T","RJG00917","2018-05-22","105.32","","""2017-10-03T00:00:00-0500""","",""
"336EL","FJH00525","2017-12-08","40","4638","""""","21","21"
"963C","BBD02747","2017-09-14T13:49:40-0400","40","","""2012-07-21T00:00:00Z""","43","47"
"D3KLGP","LLL00374","2018-01-12","9","4227","""2016-06-08""","7","7"
"D8T","J8B01437","2017-11-08T08:51:46-0500","40","21018","""2017-06-27T00:00:00Z""","42","42"
"D5KIILGP","KYY00150","2018-03-20","40","6049","""2016-01-25""","43","60"
"D5KIILGP","KYY00150","2018-03-20","40","6049","""2016-01-25""","53","43"
"D6TXL","KMR00298","2018-02-22","40","3227","""""",">120",">120"
"D6TLGP","HTZ00277","2018-03-22","40","4253","""2017-01-09T19:00:00-0500""","91","82"
"D6K2LGP","RST01761","2018-04-11","40","2143","""2015-12-18T00:00:00-0500""","40","35"
"D6RIIXL","AAX00498","2017-11-03T00:00:00-0400","40","19244","""2015-11-11T00:00:00-0500""","33","33"
"D7RII","DSH00284","2018-03-22","40","8778","""2017-05-15""","34","30"
"D6RIII","GMT00113","2018-06-12","35","16435","""2017-07-18""","28","26"
"322CL","BKJ00245","2018-05-30","40","6652","""""","9","5"
"D11R","7PZ01694","2018-03-01","140","55153","""""","22","28"
"D8RII","6YZ01584","2017-06-27T11:51:07-0500","40","17878","""2014-07-29T00:00:00-0500""","56","57"
"324EL","PNW01175","2018-05-08","","1723","""""","14","5"
"D10T","RJG01191","2017-11-16","40","47629","""2017-05-05T00:00:00Z""",">120",">120"
"D6NLGP","PBA01062","2017-06-08T10:05:02-0400","40","3978","""2017-02-15T19:00:00-0500""","7",">120"
"D6NLGP","PBA01062","2017-06-08T10:05:02-0400","40","3978","""2017-02-15T19:00:00-0500""","",""
"D6TXL","DTD00249","2016-12-07T14:09:45-0600","","7057","""2012-05-30T00:00:00-0500""","33","37"
"EC160CL","V10436","2017-12-20","40","10285","""2005-05-11T00:00:00-0400""","","31"
"320E","TFX01224","2017-10-30T11:06:02-0800","40","2875","""2016-05-27T00:00:00-0800""","18","23"
"336DL","M4T00913","2017-09-26T00:00:00Z","40","15538","""2017-07-22T00:00:00-0300""","<0","<0"
"D4GXL","HYD01921","2017-05-03T08:55:31-0400","40","7664","""2014-05-15T00:00:00Z""","43","40"
"D6NLGP","PBA00655","2018-01-25","40","5881","""""","10","<0"
"D5MXL","6GN01428","2017-06-14T11:40:41-0500","40","8182","""2014-06-18T00:00:00-0500""","12","18"
"D5KIIXL","KW202198","2017-06-07T10:02:46-0400","40","1134","""2016-05-27T00:00:00-0400""","15","15"
"318C","GPA00477","2018-02-12","40","7770","""""","50","46"
"D9T","REX00312","2017-11-29T12:08:05-0600","40","","""2017-11-28T00:00:00Z""","113","116"
"D9T","REX00312","2017-11-29T12:08:05-0600","40","","""2017-11-28T00:00:00Z""","107","111"
"D9T","REX00312","2017-11-29T12:08:05-0600","40","","""2017-11-28T00:00:00Z""","111","108"
"D9T","RJS01028","2017-07-29T11:16:53-0500","40","18407","""2010-10-11T00:00:00Z""","54","37"
"D5KIILGP","KY200793","2018-06-01","40","3560","""2016-04-11""","50","50"
"D6RXL","5LN02586","2018-01-08","40","10282","""2000-04-17""","74","66"
"D6TXL","GMK00381","2017-05-23T00:00:00-0400","40","4146","""2012-06-04T00:00:00-0400""","<0","<0"
"D6TXL","GMK00381","2017-05-23T00:00:00-0400","40","4146","""2012-06-04T00:00:00-0400""","",""
"D6TXL","GMK00381","2017-05-23T00:00:00-0400","40","4146","""2012-06-04T00:00:00-0400""","",""
"D6TXL","GMK00381","2017-05-23T00:00:00-0400","40","4146","""2012-06-04T00:00:00-0400""","",""
"324DL","DFP00234","2018-02-27","40","11956","""2016-05-15""","58","50"
"D6TLGP","KSB01490","2018-02-06","40","7239","""""","30","30"
"D5NXL","AGG02771","2017-09-27T00:00:00-1000","40","8156","""2006-03-06T00:00:00-1000""","9","6"
"D5NLGP","AKD01253","2018-04-13","40","7746","""""","21","30"
"D11R","9TR00457","2018-03-12","","35827","""2017-07-01T00:00:00-0600""","48","48"
"D5NXL","AGG00221","2018-04-11","40","6964","""""","30","36"
"D5K2XL","KW202259","2016-06-09T12:05:02-0400","40","2.4","""2016-05-12T00:00:00-0400""","1","1"
"320ELRR","TFX00109","2018-04-23","40","8256","""""","37","37"
"345CMH","M2R00301","2018-04-11","40","30346","""""",">120","45"
"D10T","RJG02777","2018-06-05","83.29","29379","""""","44","50"
"933C","4MS00365","2017-08-21T10:19:23-0500","40","3720","""1998-10-22T00:00:00-0500""","100","84"
"933C","4MS00365","2017-08-21T10:19:23-0500","40","3720","""1998-10-22T00:00:00-0500""","88","97"
"D4GXL","HYD02519","2017-10-25T09:27:45-0400","40","8141","""2012-03-15T00:00:00-0400""","80","80"
"D8T","KPZ02867","2017-09-15T10:05:45-0700","40","22731","""2017-09-15T00:00:00-0700""","0","0"
"349FL","HPD00829","2017-09-01T00:00:00-0500","40","","""2017-04-03T19:00:00-0500""","13","10"
"D6KIIXL","WMR556","2016-10-18T11:24:50-0400","15","2496","""2015-10-07T00:00:00-0400""","70","64"
"D5GLGP","RKG03474","2017-01-10T00:00:00Z","40","7827","""2007-01-01T00:00:00Z""","40","40"
"D7ELGP","TJA00502","2017-10-24T00:00:00Z","40","19355","""2017-10-17T00:00:00-0500""","0","0"
"D6TLGPVP","KSB01364","2018-05-03","40","3608","""2013-08-15""","28","32"
"953C","2ZN04771","2018-03-01","40","1925","""""","92","94"
"336D2L","ZCT00802","2018-03-07","40","","""""","0","0"
"336D2L","ZCT00802","2018-03-07","40","","""""","",""
"D7RII","AEC01516","2017-06-21","40","20494","""2007-10-21T00:00:00Z""","15","17"
"D6NXL","LJR00539","2016-09-09T13:41:59-0400","40","3554","""2013-09-27T00:00:00-0400""","34","37"
"D6TXW","SLJ228","2018-04-05","40","7570.00","""""","78","80"
"D3GXL","JMH00701","2017-11-07T11:42:57-0600","40","5324","""2004-04-22T00:00:00-0500""","40","36"
"D6TLGP","ZJB01537","2017-09-07T14:17:27-0500","40","6036","""2015-03-20T00:00:00Z""","22","20"
"D11T","GEB00793","2017-04-21","96.70","25707","""""","14","20"
"953","76Y00876","2018-05-09","","6141","""1981-07-06T00:00:00-0500""","62","60"
"336E L","FJH01420","2016-03-04T10:13:48-0500","40","1460","""2014-04-14T00:00:00-0400""","6","6"
"D5KIILGP","KYY01778","2018-01-30","40","4926","""2015-06-08T00:00:00Z""","53","50"
"D10","84W01041","2018-03-07","40","63181","""""","6","14"
"D11N","4HK00533","2018-01-23","40","51595","""2017-03-15T00:00:00-0600""","53","65"
"D4CIIILGP","7SL00239","2017-12-22","40","5889","""""","<0","<0"
"326FL","WGL00284","2018-01-25","40","3036","""""","5","5"
"D4E","51X01267","2017-07-19T07:20:02-0500","40","2675","""1984-12-15T00:00:00Z""","16","16"
"D7E","TAN00477","2017-05-03T15:06:07-0400","40","7196","""2011-11-29T00:00:00Z""","",""
"D9R","7TL00686","2017-11-15T00:00:00+0200","140","19099","""2004-09-01T00:00:00Z""","8","6"
"D8RLRC","7XM03620","2017-03-22T00:00:00-0400","40","16973","""2010-07-02T00:00:00-0400""","62","62"
"D6TLGP","HTZ00575","2018-05-10","40","12431","""2017-12-01""","90","90"
"320BL","5BR00311","2018-01-12","40","30247","""2016-06-01""","32","18"
"D6TXL","KMR00446","2017-04-05T00:00:00-0400","40","896","""2016-11-25T00:00:00-0500""","17","17"
"D8RII","6YZ01822","2017-10-26T00:00:00Z","40","8926","""2017-10-06T00:00:00Z""","7","7"
"D8RII","6YZ01822","2017-10-26T00:00:00Z","40","8926","""2017-10-06T00:00:00Z""","5","7"
"D5KLGP","KYY1173","2016-08-22T00:00:00Z","20","1582","""2015-08-01T00:00:00-0400""","30","31"
"D11T","GEB00852","2017-08-31T15:06:32-0600","","20264.7","""2016-03-07T00:00:00Z""","1","0"
"D6KLGP","DHA02167","2017-12-02T16:13:10-0500","40","9840","""2014-01-30T00:00:00Z""","65","65"
"D9T","RJS01348","2018-04-17","40","38450","""2017-09-06""","77","84"
"336EL","FJH01420","2018-01-25","40","2219","""2014-04-14""","10","10"
"D6NLGP","DJY01581","2018-02-16","40","3177","""""","5","5"
"D8N","9TC02990","2017-12-07","40","24245","""""","76","74"
"D8R","9EM01984","2017-02-27T00:00:00Z","70","3468","""2016-11-02T00:00:00+0200""","<0","<0"
"D6RLGP","ADE00813","2018-06-14","40","7136","""2014-06-30""","86","72"
"D8T","KPZ01419","2017-05-04T14:15:56-0400","40","15494","""2015-06-16T00:00:00Z""","62","52"
"D10T","RJG04636","2018-01-23","40","","""2016-04-20T00:00:00Z""","",""
"D8H","46A18962","2018-06-04","40","0","""""","56","56"
"315D","CJN01430","2017-10-20T13:33:24-0400","40","4836","""2017-10-19T00:00:00Z""","9","9"
"D6NLGP","DJY00775","2017-03-13T14:27:56-0500","40","7191","""2014-09-22T00:00:00-0500""","19","22"
"D6TXL","GMK00417","2018-02-09","40","7413","""2016-09-13""","22","22"
"550JLTJD","JX142994","2016-11-23T09:37:18-0500","40","7312","""2014-01-24T00:00:00-0500""","60","72"
"953C","BBX02588","2018-05-09","40","6554","""""","38","<0"
"349FL","BZ200589","2018-02-23","40","2778","""""","3","5"
"D6ESR2000","8FJ00523","2018-02-06","40","","""""","12","28"
"D6ESR2000","8FJ00523","2018-02-06","40","","""""","12","26"
"D6TXL","Gct02056","2018-03-07","40","8429.3","""""","96","103"
"D6NXL","LJR00527","2017-03-28T16:07:51-0500","40","6579","""2017-03-14T00:00:00Z""","18","17"
"374FL","MFL10018","2018-06-08","80","3242","""2017-02-05""","21","21"
"321DLCR","NAS00442","2017-09-18T10:33:02-0400","40","6236","""2010-05-17T00:00:00-0400""","36","36"
"D6NXL","DJA00777","2017-06-08","40","13425","""2011-07-11T00:00:00Z""","5","2"
"D7H","5BF04307","2018-04-20","40","26640","""""","48","52"
"D7RII","AEC02406","2018-01-10","40","8588","""""","","50"
"345BIIL","AGS00910","2017-02-06T11:22:06-0500","40","7347","""2002-03-11T00:00:00Z""","","7"
"D5KIIXL","KWW01205","2017-07-26T09:34:21-0400","40","749","""2015-05-18T00:00:00-0400""","4","8"
"D6TLGP","HTZ00476","2017-12-20","40","2414","""""","<0","<0"
"350D","FF350DX805492","2017-12-15","20","10750","""""","",""
"D6NXL","AKM02162","2017-11-03T14:07:15-0400","40","5932","""2007-01-23T00:00:00Z""","22","26"
"D6KXL","FBH01509","2016-08-09T09:50:11-0400","40","","""2015-08-05T00:00:00-0400""","32","100"
"D6KXL","FBH01509","2016-08-09T09:50:11-0400","40","","""2015-08-05T00:00:00-0400""","32",""
"D8RLRC","7XM02080","2017-02-28","40","17834","""""","2","2"
"D6RIIXW","AEP00662","2017-09-05T09:31:35-0500","40","13682","""2017-06-26T00:00:00-0500""","6","6"
"390DL","WAP00614","2018-05-09","40","8154.1","""""","110",">120"
"324DFMLL","JLS01453","2017-08-10T12:08:16+1200","40","13606","""2016-11-11T00:00:00+1300""","97",""
"D6TLGP","JRW00470","2018-02-01","40","4023","""""","44","50"
"D8T","J8B02770","2018-01-30","40","7894","""2016-05-09""","50","53"
"320DL","KGF03393","2018-05-30","40","","""""","63","68"
"963C","02DS01623","2017-12-19","40","9096","""""","42","38"
"D6TXL","GCT02206","2018-02-24","40","11237","""""","58","58"
"D6KIILGP","RST01092","2018-06-01","40","3676","""""","75","73"
"D5GLGP","RKG02292","2018-02-21","40","7793","""""","93","96"
"D5GLGP","RKG02593","2018-06-19","6.95","3911","""""","6","6"
"D9T","RJS00798","2017-09-07T14:41:48-0500","40","24302","""2017-04-03T00:00:00-0500""","65","65"
"320D","GDP00545","2018-06-11","40","7510","""""","41","28"
"D6KIILGP","RST02138","2018-01-02","40","1737","""2015-12-07T00:00:00-0600""","43","45"
"D9T","REX00357","2017-08-09T12:29:24-0500","40","3380","""2015-09-15T00:00:00Z""","85","87"
"D6TXL","GMK01341","2018-06-01","16.35","3164","""2014-03-18T00:00:00-0500""","20","22"
"D9T","RJS00842","2018-04-18","40","","""""","",""
"D10T","RJG00575","2018-04-11","40","62502.7","""""","93","88"
"D6R","4tr00549","2018-02-08","40","17078","""""","48","48"
"D10T","RJG04374","2018-03-21","40","31955","""2012-11-24T00:00:00Z""","65","65"
"D8T","KPZ01317","2017-04-25T11:12:04-0400","40","7255","""2015-11-27""","39","48"
"D8T","MLN00483","2018-04-19","40","4185","""2011-12-01""","50","48"
"D5KXL","WWW01524","2018-05-24","40","4891","""""","30","27"
"DM45E","00008003","2018-03-20","80","19869.2","""2015-06-06T00:00:00-0500""","8","8"
"MD6290","DR309637","2018-04-05","40","5886","""""","7","3"
"D6TLGPVP","KSB01975","2018-01-10","40","2040","""""","52","50"
"323DL","ZMF00276","2017-06-23T15:15:30+0200","40","11747","""2017-06-23T00:00:00Z""","73","73"
"D9L","14Y04016","2018-03-30","40","36205","""""","81","85"
"320EL","WBK01929","2018-03-03","40","5169","""2015-02-24T00:00:00Z""","58","60"
"D5KXL","WWW01217","2016-12-12T09:16:19-0500","40","2076","""2010-08-25T00:00:00-0400""","19","19"
"D6RIII","GJB00917","2017-12-22","40","11332","""""","",""
"D8RLRC","7XM01704","2017-07-13T00:00:00Z","40","22406","""2016-06-10T00:00:00-0600""","24","24"
"336FL","RKB00705","2017-10-11T14:38:41-0500","40","22235","""2017-09-11T19:00:00-0500""","13","10"
"D11R","8ZR00306","2017-11-28","70","","""""","42","34"
"D6KIILGP","KST01543","2017-02-23T00:00:00-0900","40","","""2017-02-23T00:00:00Z""","15","12"
"D6KIILGP","KST01543","2017-02-23T00:00:00-0900","40","","""2017-02-23T00:00:00Z""","",""
"320CL","PAB06261","2017-09-19","40","6374","""""","",""
"330DL","MWP01302","2017-11-03T08:54:10-0600","","4998","""2007-01-19T00:00:00-0700""","14","21"
"D4KLGP","RRR00226","2018-02-14","40","2909","""""","56","52"
"D9T","REX00408","2017-04-03T00:00:00Z","40","11768.2","""2016-05-11T00:00:00-0500""","117","118"
"D7E","HKA00444","2017-03-01","40","2682","""""","25","24"
"D9T","RJS01205","2017-10-04T13:30:35-0600","50","33885","""2016-11-06T00:00:00-0600""","92","89"
"D8TLGP","FMC01043","2017-12-05T13:02:18-0500","40","227","""2017-12-05T00:00:00Z""","<0","<0"
"336EL","FJH01570","2017-06-13T00:00:00Z","40","6722","""2014-06-23T00:00:00Z""","31","27"
"D6TLGP","HTZ00649","2017-10-04T00:00:00Z","40","2753","""2016-05-02T00:00:00Z""","65","59"
"D6TLGP","HTZ000661","2018-04-06","40","3508","""2017-03-14T16:53:56-0500""","28","28"
"963C","2DS02811","2018-01-10","40","17059","""2014-12-17T00:00:00Z""","",""
"349D2L","TAH00360","2017-05-09T11:58:30-0600","116","6021","""2017-01-12T00:00:00Z""","23","26"
"D8T","KPZ04118","2017-06-12T00:00:00-0500","100","22565","""2017-04-30T00:00:00-0500""","7","7"
"D6RLGP","ADE974","2016-11-09T14:13:16-0500","40","14500","""2015-11-03T00:00:00-0500""",">120%","46"
"318C","MDY00744","2018-04-23","40","6135","""""","37","37"
"D10T","RJG00633","2017-09-28T11:19:27-0500","40","20559","""2017-04-10T00:00:00-0500""","79","83"
"D6MXL","3WN00845","2018-01-16","40","12268","""""","10","25"
"D8RLRC","7XM02252","2018-01-30","40","3567","""2016-12-21""","34","30"
"320L","9KK02364","2017-04-05T13:30:50-0500","40","7850","""""","7","7"
"D7RII","AEC998","2017-01-30T00:00:00Z","40","21256","""2016-07-14T00:00:00Z""","32","37"
"329D2L","THW00435","2017-11-08T08:10:00-0800","40","758","""2015-05-12T00:00:00-0700""","0","11"
"D9RLRC","WDM01076","2018-03-14","","34284","""2017-09-28""","4","6"
"D6TLGP","MH700352","2017-12-11","40","1662","""2017-07-08""","26","20"
"D3KIIXL","KFF00237","2018-03-22","40","2816","""""","56","56"
"D6TLGP","KSB01303","2018-03-16","40","9840","""""","16","16"
"D10T","RJG04434","2017-11-23T14:15:46+0800","40","23001","""2012-06-16T00:00:00Z""","40","76"
"330FL","MBX00477","2017-09-19T16:26:57-0500","40","955","""2017-09-19T00:00:00Z""","41","38"
"330FL","MBX00477","2017-09-19T16:26:57-0500","40","955","""2017-09-19T00:00:00Z""","41",""
"319D","DAY00244","2018-05-06","40","","""""","",""
"D6TLGP","ZJB01664","2018-05-01","40","5474","""""","22","22"
"336DL","JLP00877","2017-09-14T10:37:46-0300","","7670","""2016-07-18T00:00:00Z""","45","40"
"320EL","WBK00500","2017-12-01T15:13:59-0500","40","4139","""2012-06-25T00:00:00-0400""","41","41"
"330D","MWP01825","2017-10-10","40","10780","""2007-11-09T00:00:00Z""","63","63"
"D11R","7PZ01300","2017-11-07T08:59:52-0700","","81744","""2016-09-01T00:00:00Z""","60","68"
"D10T","RJG02960","2017-12-07","40","8467","""""","71","69"
"D6KIIXL","WMR01072","2017-07-26T16:21:09-0400","40","862","""2015-12-15T00:00:00-0500""","5","10"
"JD700K","265011","2018-02-08","40","2148","""""","",""
"336D","M4T01576","2017-05-22T18:34:28-0500","40","9673","""2015-07-27T00:00:00-0500""","45","45"
"D10T","RJG00683","2018-05-15","40","18072","""""","42","46"
"D10N","2YD00848","2017-08-10T00:00:00Z","40","32857","""2015-07-13T00:00:00-0400""","63","71"
"312C","FDS00304","2018-06-05","40","12145","""""","<0","<0"
"PL61","WGS00676","2018-01-30","40","247","""""","0","0"
"953C","2ZN05347","2018-02-19","40","17598","""2002-08-18""","75","75"
"583H","61A00683","2018-04-23","40","","""""","10","14"
"320CL","FBA03103","2017-07-18T12:29:41-0500","40","13153","""2015-02-06T00:00:00-0500""","50","45"
"D7R","DSH00276","2018-03-12","40","2829","""""","40","38"
"316EL","DZW00958","2017-03-10T13:48:19-0500","40","2377","""2013-07-26T00:00:00-0400""","13","13"
"D8N","9TC01471","2017-11-28","40","4986","""""","5","8"
"D8N","9tc03121","2018-01-04","40","8606","""2015-01-01""","63","63"
"973D","LCP00366","2017-01-05T00:00:00-0500","40","1660","""2014-07-29T00:00:00-0400""","70","70"
"D6TXW","SLJ00361","2016-12-20T16:05:05-0500","40","5264","""2016-08-23T20:00:00-0400""","--","--"
"D6NLGP","PBA00579","2018-02-21","40","4499","""2013-05-16""","15","15"
"D11R","AAF00180","2018-06-12","40","50303","""2011-06-10T00:00:00Z""","107","50"
"336D2L","ZCT00543","2018-04-19","40","6109","""2016-10-18""","31","28"
"D6NLGP","DJY00564","2018-05-08","40","5008","""""","37","37"
"D5KIIXL","KWW00262","2017-06-22T13:21:02-0400","40","5072","""2017-06-01T00:00:00-0400""","0","0"
"D6KLGP","RST00600","2017-06-23T07:50:50-0400","40","4949","""2014-02-27T00:00:00-0500""","60","60"
"D5MXL","5ES00772","2018-03-06","1","3002","""""","18","24"
"D4H","8PJ00765","2018-01-29","40","0","""""","30","57"
"D5GXL","WGB01011","2017-12-28","40","6634","""""","",""
"D10R","3KR00561","2018-06-05","73.11","1707","""""","82","79"
"D10N","3SK00608","2017-12-26","40","83144","""""","71","74"
"963D","LCS02473","2017-03-17","40","","""2015-08-04T00:00:00Z""","--","41"
"D4KLGP","KRR00434","2018-04-03","40","","""""","",""
"527GR","4NS00563","2017-09-28T13:01:52+1000","40","5061","""2017-06-01T00:00:00+1000""","7","6"
"D5GXL","WGB04193","2018-06-04","40","6884","""""","15","12"
"D11T","AMA00171","2017-12-14","100","24118","""2017-09-12""","34","30"
"D7E","TAN01267","2017-05-11T09:16:21-0600","40","10580","""2017-05-11T00:00:00-0600""","57","54"
"D10T","RJG01831","2018-04-04","140","62795","""2017-09-04""","102","102"
"D7R","R7B00252","2018-07-25","40","171","""""","0","<0"
"D4H","COSECHADORAS","2017-05-24T12:00:42-0500","40","11714","""2017-05-11T00:00:00Z""","78","58"
